"","created_at","screen_name","text"
"372",2019-08-20 21:00:05,"DiabolicuZZ","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"373",2019-08-20 21:00:01,"GrizUwU","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"374",2019-08-20 20:59:27,"JamesIsaak2","#WhenYouWerentLooking Here I come! https://t.co/OfyeHYR6n3"
"375",2019-08-20 20:59:12,"HESS_LIFE","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"376",2019-08-20 20:59:01,"rauvxllx","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"377",2019-08-20 20:58:58,"davidvrs3","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"378",2019-08-20 20:58:47,"Ollie_Cotgrove","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"379",2019-08-20 20:58:45,"Ernie1358","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"380",2019-08-20 20:58:42,"onlyLJO","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"381",2019-08-20 20:58:23,"geekycooker","#WhenYouWerentLooking I ate a piece of Parnell's banana cake. It was delicious!<U+0001F34C><U+0001F468><U+200D><U+0001F373>

https://t.co/B6n22ypPGM

#foodie #foodies #foodblog #foodblogger #foodbloggers #foodpics #bananas #cake #desserts #southernfood #TuesdayMotivation #TuesdayThoughts #TravelTuesday #ParnellTheChef https://t.co/kH4sV6bvqy"
"382",2019-08-20 20:58:15,"CamilaCorio","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"383",2019-08-20 20:58:05,"sqmiami","#WhenYouWerentLooking
I root rooted https://t.co/lDO7DgGGlL"
"384",2019-08-20 20:57:36,"ue_pacalma","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"385",2019-08-20 20:57:34,"_Mmesoma_","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"386",2019-08-20 20:57:30,"luvkimyg","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"387",2019-08-20 20:57:30,"DamnnDoan","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"388",2019-08-20 20:57:26,"poposrb","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"389",2019-08-20 20:57:02,"LucasDingodile","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"390",2019-08-20 20:57:01,"OmarMansour1101","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"391",2019-08-20 20:56:42,"_icezice","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"392",2019-08-20 20:56:40,"cloudinator3000","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"393",2019-08-20 20:56:27,"Daisy09280","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"394",2019-08-20 20:56:20,"whosbenlol","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"395",2019-08-20 20:56:11,"itsralsei","#WhenYouWerentLooking

<U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>    <U+230C> <U+23E0>    <U+2533><U+253B><U+2533><U+253B>
<U+253B><U+2533><U+253B>     <U+1555>( <U+275B>,<U+275B> )<U+1557>  <U+2533><U+253B><U+2533>
<U+2533><U+253B><U+2533><U+253B>     / <U+2323> \   <U+2533><U+253B><U+2533><U+253B>
 <U+0001D64A> <U+0001D64A> <U+0001D64A> <U+0001D643>  <U+0001D654> <U+0001D640> <U+0001D640> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D63C> <U+0001D643>"
"396",2019-08-20 20:53:03,"kristi2281","#WhenYouWerentLooking I brought back Planters CHEEZ BALLS <U+203C><U+FE0F> https://t.co/Z03telgIRy"
"397",2019-08-20 20:50:13,"BankzDebra","#WhenYouWerentLooking
I amused myself...... https://t.co/Dn2MexuYkt"
"398",2019-08-20 20:50:04,"TenderBeefsteak","#WhenYouWerentLooking four little aliens broke out of #Area51. Now Nebula, Zenon, Proto Zoa, and Zoidberg need a place to hide for four weeks until the #Area51Raid, when they can phone home. Can you help? Email foster@morrisanimalrefuge.org - or please RT to spread the word! https://t.co/3Px3ez4L3S"
"399",2019-08-20 20:48:58,"YomommaTags","<U+0001F6C5><U+0001F6C4><U+0001F6C3><U+0001F6C2> #getiT <U+0001F4FC><U+0001F4BE><U+0001F3A5><U+0001F3AC>
#New @thekidouto #Music #Video
https://t.co/uKvhSryEsJ
#AlbumEinstein #outnow
<U+0001F3A5><U+0001F4A1><U+0001F530><U+0001F4DD><U+0001F468><U+0001F3FE><U+200D><U+0001F3A4><U+0001F3B6><U+0001F9E0><U+0001F3B6><U+0001F468><U+0001F3FE><U+200D><U+0001F3EB><U+0001F4D1><U+0001F98B><U+0001F4A1><U+0001F3A5>
#ScrambleASongTitle #ShareYourStudio #CheezBallsContest #JackAsk #WhenYouWerentLooking #ParadiseChat #IBringTheFunkBy #TravelTuesday"
"400",2019-08-20 20:48:25,"Nessa25416","#WhenYouWerentLooking I made myself cum"
"401",2019-08-20 20:46:46,"Meal_Of_The_Day","#WhenYouWerentLooking I ate a piece of Parnell's banana cake. It was delicious!<U+0001F34C><U+0001F468><U+200D><U+0001F373>

https://t.co/B6n22ypPGM

#foodie #foodies #foodblog #foodblogger #foodbloggers #foodpics #bananas #cake #desserts #southernfood #TuesdayMotivation #TuesdayThoughts #TravelTuesday #ParnellTheChef https://t.co/kH4sV6bvqy"
"402",2019-08-20 20:46:31,"L0B033","#WhenYouWerentLooking four little aliens broke out of #Area51. Now Nebula, Zenon, Proto Zoa, and Zoidberg need a place to hide for four weeks until the #Area51Raid, when they can phone home. Can you help? Email foster@morrisanimalrefuge.org - or please RT to spread the word! https://t.co/3Px3ez4L3S"
"403",2019-08-20 20:03:53,"Robbiezombie","#WhenYouWerentLooking - we lost our chance to save the planet! https://t.co/2PHvRyE0vW"
"404",2019-08-20 20:45:49,"Robbiezombie","#WhenYouWerentLooking - Ann Coulter stole your favorite T-shirt and wore it to sit on a park bench! https://t.co/7CXCR9IT4k"
"405",2019-08-20 20:45:49,"crazylifesaga","#WhenYouWerentLooking I ate your homework. https://t.co/mJNcNCXxau"
"406",2019-08-20 20:42:04,"crazylifesaga","#WhenYouWerentLooking Congress passed another law.

#arewereallyfree"
"407",2019-08-20 20:45:10,"Goodreads_girl","#WhenYouWerentLooking https://t.co/TMA0cuUatp"
"408",2019-08-20 20:44:20,"ReneePaynePowel","#WhenYouWerentLooking I kissed my girlfriend <U+0001F602><U+0001F923>"
"409",2019-08-20 20:44:12,"Russian64584841","I just left you an ""upper decker"" in your toilet tank #WhenYouWerentLooking"
"410",2019-08-20 20:43:19,"rolling_enigma","#WhenYouWerentLooking I stole your mojo."
"411",2019-08-20 20:29:22,"rolling_enigma","#WhenYouWerentLooking I stole your heart."
"412",2019-08-20 20:27:45,"rolling_enigma","#WhenYouWerentLooking I was checking you out."
"413",2019-08-20 20:43:19,"craytusjones","@MackenzieLitt13 @MackenzieLusby @DawnHosmer7 @CBethAnderson @dkmarie2216s @rogerbray22 @LailaDoncaster @Travis_Borne @jgmacleodauthor @CarinCamen It is a lovely question!

#RIVER #BOTEseries #theWitch's badass, completed book. (&amp; her reviews are badass too!)

River's secret life is coming for her...you know, the one she doesn't know anything about?

https://t.co/pkkyguPmhg

#mustread #WhenYouWerentLooking #booklovers"
"414",2019-08-20 20:43:18,"catgirl321","#WhenYouWerentLooking four little aliens broke out of #Area51. Now Nebula, Zenon, Proto Zoa, and Zoidberg need a place to hide for four weeks until the #Area51Raid, when they can phone home. Can you help? Email foster@morrisanimalrefuge.org - or please RT to spread the word! https://t.co/3Px3ez4L3S"
"415",2019-08-20 20:41:36,"planetmstudios","#WhenYouWerentLooking I ate a piece of Parnell's banana cake. It was delicious!<U+0001F34C><U+0001F468><U+200D><U+0001F373>

https://t.co/B6n22ypPGM

#foodie #foodies #foodblog #foodblogger #foodbloggers #foodpics #bananas #cake #desserts #southernfood #TuesdayMotivation #TuesdayThoughts #TravelTuesday #ParnellTheChef https://t.co/kH4sV6bvqy"
"416",2019-08-20 20:41:26,"Ali2012220","#NationalRadioDay
Baker
#TuesdayThoughts
No Time to Die
#MLS4TheLou
Jared Dudley
Chuck Woolery
Royce White
#WhenYouWerentLooking
Amy Adams https://t.co/BMAq5902Lb"
"417",2019-08-20 20:05:37,"Ali2012220","#NationalRadioDay
Baker
#TuesdayThoughts
No Time to Die
#MLS4TheLou
Jared Dudley
Chuck Woolery
Royce White
#WhenYouWerentLooking
Amy Adams https://t.co/R9x73Hjaam"
"418",2019-08-20 20:40:50,"Christo43273690","#WhenYouWerentLooking I ate a piece of Parnell's banana cake. It was delicious!<U+0001F34C><U+0001F468><U+200D><U+0001F373>

https://t.co/B6n22ypPGM

#foodie #foodies #foodblog #foodblogger #foodbloggers #foodpics #bananas #cake #desserts #southernfood #TuesdayMotivation #TuesdayThoughts #TravelTuesday #ParnellTheChef https://t.co/kH4sV6bvqy"
"419",2019-08-20 20:40:48,"Kinneas","I planted weeds on your artificial lawn... #WhenYouWerentLooking"
"420",2019-08-20 18:19:21,"Kinneas","#WhenYouWerentLooking I took your Bowie albums. 
*Yes, I'm old. Yes, I just said albums.<U+0001F61C> https://t.co/Z7jItBzB9w"
"421",2019-08-20 18:18:23,"Kinneas","#WhenYouWerentLooking
""That doesn't happen."" - The NSA probably. https://t.co/jFRUUjNlbi"
"422",2019-08-20 18:52:20,"studio22media","<U+0001F6C5><U+0001F6C3><U+0001F6C2> #getiT <U+0001F4BE><U+0001F3A5><U+0001F3AC>
#Music #Video #outNOW
<U+0001F51D><U+0001F39E> https://t.co/EXKTeOarZU <U+0001F39E>
#AlbumEinstein <U+0001F3A7> #albumEinstein
<U+0001F4BD><U+0001F4A1><U+0001F530><U+0001F4DD><U+0001F468><U+0001F3FE><U+200D><U+0001F3A4><U+0001F3B6><U+0001F9E0><U+0001F3B6><U+0001F468><U+0001F3FE><U+200D><U+0001F3EB><U+0001F4D1><U+0001F98B><U+0001F4A1><U+0001F4BD>
#AskArlo #clarity2019 #CallYourShot #Cyberpunk2077 #Top5 #FLTravelChat #TheProudFamily #WhenYouWerentLooking #TuesdayThoughts #NationalRadioDay"
"423",2019-08-20 20:40:24,"studio22media","<U+0001F6C5><U+0001F6C4><U+0001F6C3><U+0001F6C2> #getiT <U+0001F4FC><U+0001F4BE><U+0001F3A5><U+0001F3AC>
#New @thekidouto #Music #Video
https://t.co/p4KrpwQQ9d
#AlbumEinstein #outnow
<U+0001F3A5><U+0001F4A1><U+0001F530><U+0001F4DD><U+0001F468><U+0001F3FE><U+200D><U+0001F3A4><U+0001F3B6><U+0001F9E0><U+0001F3B6><U+0001F468><U+0001F3FE><U+200D><U+0001F3EB><U+0001F4D1><U+0001F98B><U+0001F4A1><U+0001F3A5>
#ScrambleASongTitle #ShareYourStudio #CheezBallsContest #JackAsk #WhenYouWerentLooking #ParadiseChat #IBringTheFunkBy #TravelTuesday"
"424",2019-08-20 17:36:30,"studio22media","<U+0001F6C5><U+0001F6C4><U+0001F6C3><U+0001F6C2> #getiT <U+0001F4FC><U+0001F4BE><U+0001F3A5><U+0001F3AC>
#New @thekidouto #Music #Video
https://t.co/p4KrpwQQ9d
#AlbumEinstein #outnow
<U+0001F3A5><U+0001F4A1><U+0001F530><U+0001F4DD><U+0001F468><U+0001F3FE><U+200D><U+0001F3A4><U+0001F3B6><U+0001F9E0><U+0001F3B6><U+0001F468><U+0001F3FE><U+200D><U+0001F3EB><U+0001F4D1><U+0001F98B><U+0001F4A1><U+0001F3A5>
#clarity2019 #CallYourShot #Cyberpunk2077 #Top5 #FLTravelChat #TheProudFamily #WhenYouWerentLooking #TuesdayThoughts #NationalRadioDay"
"425",2019-08-20 17:36:01,"BBFrecords","<U+0001F6C5><U+0001F6C4><U+0001F6C3><U+0001F6C2> #getiT <U+0001F4FC><U+0001F4BE><U+0001F3A5><U+0001F3AC>
#New @thekidouto #Music #Video
https://t.co/uKvhSryEsJ
#AlbumEinstein #outnow
<U+0001F3A5><U+0001F4A1><U+0001F530><U+0001F4DD><U+0001F468><U+0001F3FE><U+200D><U+0001F3A4><U+0001F3B6><U+0001F9E0><U+0001F3B6><U+0001F468><U+0001F3FE><U+200D><U+0001F3EB><U+0001F4D1><U+0001F98B><U+0001F4A1><U+0001F3A5>
#clarity2019 #CallYourShot #Cyberpunk2077 #Top5 #FLTravelChat #TheProudFamily #WhenYouWerentLooking #TuesdayThoughts #NationalRadioDay"
"426",2019-08-20 20:40:18,"BBFrecords","<U+0001F6C5><U+0001F6C4><U+0001F6C3><U+0001F6C2> #getiT <U+0001F4FC><U+0001F4BE><U+0001F3A5><U+0001F3AC>
#New @thekidouto #Music #Video
https://t.co/uKvhSryEsJ
#AlbumEinstein #outnow
<U+0001F3A5><U+0001F4A1><U+0001F530><U+0001F4DD><U+0001F468><U+0001F3FE><U+200D><U+0001F3A4><U+0001F3B6><U+0001F9E0><U+0001F3B6><U+0001F468><U+0001F3FE><U+200D><U+0001F3EB><U+0001F4D1><U+0001F98B><U+0001F4A1><U+0001F3A5>
#ScrambleASongTitle #ShareYourStudio #CheezBallsContest #JackAsk #WhenYouWerentLooking #ParadiseChat #IBringTheFunkBy #TravelTuesday"
"427",2019-08-20 18:52:36,"BBFrecords","<U+0001F6C5><U+0001F6C3><U+0001F6C2> #getiT <U+0001F4BE><U+0001F3A5><U+0001F3AC>
#Music #Video #outNOW
<U+0001F51D><U+0001F39E> https://t.co/EXKTeOarZU <U+0001F39E>
#AlbumEinstein <U+0001F3A7> #albumEinstein
<U+0001F4BD><U+0001F4A1><U+0001F530><U+0001F4DD><U+0001F468><U+0001F3FE><U+200D><U+0001F3A4><U+0001F3B6><U+0001F9E0><U+0001F3B6><U+0001F468><U+0001F3FE><U+200D><U+0001F3EB><U+0001F4D1><U+0001F98B><U+0001F4A1><U+0001F4BD>
#AskArlo #clarity2019 #CallYourShot #Cyberpunk2077 #Top5 #FLTravelChat #TheProudFamily #WhenYouWerentLooking #TuesdayThoughts #NationalRadioDay"
"428",2019-08-20 20:39:52,"clarenorris20","#WhenYouWerentLooking I ate a piece of Parnell's banana cake. It was delicious!<U+0001F34C><U+0001F468><U+200D><U+0001F373>

https://t.co/B6n22ypPGM

#foodie #foodies #foodblog #foodblogger #foodbloggers #foodpics #bananas #cake #desserts #southernfood #TuesdayMotivation #TuesdayThoughts #TravelTuesday #ParnellTheChef https://t.co/kH4sV6bvqy"
"429",2019-08-20 20:39:28,"StacyFort","#WhenYouWerentLooking four little aliens broke out of #Area51. Now Nebula, Zenon, Proto Zoa, and Zoidberg need a place to hide for four weeks until the #Area51Raid, when they can phone home. Can you help? Email foster@morrisanimalrefuge.org - or please RT to spread the word! https://t.co/3Px3ez4L3S"
